,Type,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,,Oak-D-Kamera:Marker 001,Oak-D-Kamera:Marker 001,Oak-D-Kamera:Marker 001,Oak-D-Kamera:Marker 002,Oak-D-Kamera:Marker 002,Oak-D-Kamera:Marker 002,Oak-D-Kamera:Marker 003,Oak-D-Kamera:Marker 003,Oak-D-Kamera:Marker 003,Unlabeled 1382,Unlabeled 1382,Unlabeled 1382,Unlabeled 1383,Unlabeled 1383,Unlabeled 1383,Unlabeled 1384,Unlabeled 1384,Unlabeled 1384,Unlabeled 1385,Unlabeled 1385,Unlabeled 1385,Unlabeled 1386,Unlabeled 1386,Unlabeled 1386,Unlabeled 1387,Unlabeled 1387,Unlabeled 1387,Unlabeled 1388,Unlabeled 1388,Unlabeled 1388,Unlabeled 1389,Unlabeled 1389,Unlabeled 1389,Unlabeled 1390,Unlabeled 1390,Unlabeled 1390,Unlabeled 1391,Unlabeled 1391,Unlabeled 1391,Unlabeled 1392,Unlabeled 1392,Unlabeled 1392
,ID,,"DB34E45A900E11F1794CD665D3A07481","DB34E45A900E11F1794CD665D3A07481","DB34E45A900E11F1794CD665D3A07481","DB34E458900E11F1794CD665D3A07481","DB34E458900E11F1794CD665D3A07481","DB34E458900E11F1794CD665D3A07481","DB34E459900E11F1794CD665D3A07481","DB34E459900E11F1794CD665D3A07481","DB34E459900E11F1794CD665D3A07481","605FB6146D28FE711F1","605FB6146D28FE711F1","605FB6146D28FE711F1","606FB6146D28FE711F1","606FB6146D28FE711F1","606FB6146D28FE711F1","607FB6146D28FE711F1","607FB6146D28FE711F1","607FB6146D28FE711F1","608FB6146D28FE711F1","608FB6146D28FE711F1","608FB6146D28FE711F1","609FB6146D28FE711F1","609FB6146D28FE711F1","609FB6146D28FE711F1","60AFB6146D28FE711F1","60AFB6146D28FE711F1","60AFB6146D28FE711F1","60BFB6146D28FE711F1","60BFB6146D28FE711F1","60BFB6146D28FE711F1","60CFB6146D28FE711F1","60CFB6146D28FE711F1","60CFB6146D28FE711F1","60DFB6146D28FE711F1","60DFB6146D28FE711F1","60DFB6146D28FE711F1","60EFB6146D28FE711F1","60EFB6146D28FE711F1","60EFB6146D28FE711F1","60FFB6146D28FE711F1","60FFB6146D28FE711F1","60FFB6146D28FE711F1"
,,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),TimeCode,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
45,0.375000,16:12:17:19.00,-92.017830,311.550964,134.093826,-92.193176,318.420563,134.540283,-92.023262,313.820251,137.253067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.383333,16:12:17:19.01,-92.017616,311.550079,134.093781,-92.192825,318.421570,134.541199,-92.031868,313.822418,137.247162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0.391667,16:12:17:19.02,-92.021996,311.551819,134.094589,-92.194275,318.421570,134.542328,-92.024193,313.820190,137.252319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0.400000,16:12:17:19.03,-92.018845,311.551544,134.093750,-92.192184,318.421539,134.540802,-92.030800,313.821777,137.247864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0.408333,16:12:17:20.00,-92.017815,311.550232,134.094391,-92.192581,318.421021,134.541183,-92.023972,313.820099,137.253143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0.416667,16:12:17:20.01,-92.017517,311.551453,134.093887,-92.193604,318.420898,134.541428,-92.031937,313.822449,137.247498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0.425000,16:12:17:20.02,-92.016663,311.551208,134.094803,-92.193298,318.420624,134.540985,-92.024071,313.820496,137.253571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0.433333,16:12:17:20.03,-92.018669,311.551697,134.093933,-92.193260,318.421814,134.541458,-92.029900,313.821686,137.246674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0.441667,16:12:17:21.00,-92.019516,311.550934,134.094315,-92.193253,318.421265,134.540604,-92.023262,313.820038,137.252884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0.450000,16:12:17:21.01,-92.021484,311.551270,134.094269,-92.191864,318.420776,134.541122,-92.022812,313.820343,137.254227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0.458333,16:12:17:21.02,-92.019562,311.552124,134.094208,-92.192253,318.420807,134.540146,-92.031891,313.822418,137.246841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0.466667,16:12:17:21.03,-92.018173,311.550293,134.092865,-92.192253,318.419830,134.540543,-92.023628,313.819946,137.252289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0.475000,16:12:17:22.00,-92.019142,311.550934,134.093826,-92.193062,318.420227,134.540527,-92.022392,313.820679,137.254333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0.483333,16:12:17:22.01,-92.018417,311.551056,134.093399,-92.192856,318.421112,134.541138,-92.022224,313.820587,137.253815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,0.491667,16:12:17:22.02,-92.019012,311.550049,134.094543,-92.193352,318.420715,134.541580,-92.022560,313.821411,137.254272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
